source	target	type
ANAPC10	PSMB4	association
ANAPC10	PSMB5	association
ANAPC10	PSMB6	association
ANAPC10	PSMB7	association
ANAPC10	PSMB8	association
ANAPC10	PSMB9	association
ANAPC10	PSMC1	association
ANAPC10	PSMC2	association
ANAPC10	PSMC3	association
ANAPC10	PSMC4	association
ANAPC10	PSMC5	association
ANAPC10	PSMC6	association
ANAPC10	PSMD1	association
ANAPC10	PSMD10	association
ANAPC10	PSMD11	association
ANAPC10	PSMD12	association
ANAPC10	PSMD13	association
ANAPC10	PSMD14	association
ANAPC10	PSMD2	association
ANAPC10	PSMD3	association
ANAPC10	PSMD4	association
ANAPC10	PSMD5	association
ANAPC10	PSMD6	association
ANAPC10	PSMD7	association
ANAPC10	PSMD8	association
ANAPC10	PSMD9	association
ANAPC10	PSME1	association
ANAPC10	PSME2	association
ANAPC10	PSME3	association
ANAPC10	PSME4	association
ANAPC10	PSMF1	association
ANAPC10	PTTG1	physical-association
ANAPC10	PTTG2	association
ANAPC10	RPS27A	physical-association
ANAPC10	SKP1	association
ANAPC10	SKP2	physical-association
ANAPC10	UBA52	physical-association
ANAPC10	UBB	physical-association
ANAPC10	UBC	physical-association
ANAPC10	UBE2C	physical-association
ANAPC10	UBE2D1	physical-association
ANAPC10	UBE2E1	physical-association
ANAPC11	BUB1B	physical-association
ANAPC11	BUB3	physical-association
ANAPC11	CDC20	physical-association
ANAPC11	CDC25A	association
ANAPC11	CDK1	physical-association
ANAPC11	CDK2	physical-association
ANAPC11	CDKN1A	association
ANAPC11	CDKN1B	association
ANAPC11	CKS1B	association
ANAPC11	IL6	association
ANAPC11	IL8	association
ANAPC11	MAD2L1	physical-association
ANAPC11	PSMC1	association
ANAPC11	SKP2	physical-association
ANAPC13	CDC20	physical-association
ANAPC2	BUB1B	physical-association
ANAPC2	BUB3	physical-association
ANAPC2	CDC20	physical-association
ANAPC2	CDC25A	association
ANAPC2	CDK1	physical-association
ANAPC2	CDK2	physical-association
ANAPC2	CDKN1A	association
ANAPC2	CDKN1B	association
ANAPC2	CKS1B	association
ANAPC2	IL6	association
ANAPC2	IL8	association
ANAPC2	MAD2L1	physical-association
ANAPC2	PSMC1	association
ANAPC2	SKP2	physical-association
ANAPC4	BUB1B	physical-association
ANAPC4	BUB3	physical-association
ANAPC4	CDC20	physical-association
ANAPC4	CDC25A	association
ANAPC4	CDK1	physical-association
ANAPC4	CDK2	physical-association
ANAPC4	CDKN1A	association
ANAPC4	CDKN1B	association
ANAPC4	CKS1B	association
ANAPC4	IL6	association
ANAPC4	IL8	association
ANAPC4	MAD2L1	physical-association
ANAPC4	PSMC1	association
ANAPC4	SKP2	physical-association
ANAPC5	BUB1B	physical-association
ANAPC5	BUB3	physical-association
ANAPC5	CDC20	physical-association
ANAPC5	CDC25A	association
ANAPC5	CDK1	physical-association
ANAPC5	CDK2	physical-association
ANAPC5	CDKN1A	association
ANAPC5	CDKN1B	association
ANAPC5	CKS1B	association
ANAPC5	IL6	association
ANAPC5	IL8	association
ANAPC5	MAD2L1	physical-association
ANAPC5	PSMC1	association
ANAPC5	SKP2	physical-association
ANAPC7	BUB1B	physical-association
ANAPC7	BUB3	physical-association
ANAPC7	CDC20	physical-association
ANAPC7	CDC25A	association
ANAPC7	CDK1	physical-association
ANAPC7	CDK2	physical-association
ANAPC7	CDKN1A	association
ANAPC7	CDKN1B	association
ANAPC7	CKS1B	association
ANAPC7	IL6	association
ANAPC7	IL8	association
ANAPC7	MAD2L1	physical-association
ANAPC7	PSMC1	association
ANAPC7	SKP2	physical-association
ANGPT1	GRB2	physical-association
ANGPT1	HRAS	physical-association
ANGPT1	KRAS	physical-association
ANGPT1	NRAS	physical-association
ANGPT1	PIK3CA	physical-association
ANGPT1	PIK3R2	physical-association
ANGPT1	PTPN11	physical-association
ANGPT1	SHC1	physical-association
ANGPT1	SOS1	physical-association
ANGPTL4	CREBBP	association
ANGPTL4	NCOR1	association
ANGPTL4	PPARG	association
ANGPTL4	RXRA	association
ANKRD1	CREBBP	association
ANKRD1	NCOR1	association
ANKRD1	RXRA	association
ANKRD1	SIN3A	association
ANP32A	XPO1	physical-association
ANTXR1	MAP2K1	association
ANTXR1	MAP2K4	association
ANTXR2	MAP2K1	association
ANTXR2	MAP2K4	association
ANXA1	C3	association
ANXA1	CCR3	physical-association
ANXA1	CCR4	physical-association
ANXA1	CCR5	physical-association
ANXA1	CCR7	physical-association
ANXA1	CCR8	physical-association
ANXA1	IL8	association
ANXA1	PIK3CA	association
ANXA1	PIK3R5	association
ANXA2	PLAT	association
AP1B1	HLA-A	physical-association
AP1G1	HLA-A	physical-association
AP1M1	HLA-A	physical-association
AP1M2	HLA-A	physical-association
AP1S1	HLA-A	physical-association
AP1S2	HLA-A	physical-association
AP1S3	HLA-A	physical-association
AP2A1	EGF	physical-association
AP2A1	EGFR	physical-association
AP2A1	EZR	association
AP2A1	GRB2	physical-association
AP2A1	GRIA3	physical-association
AP2A1	LCK	association
AP2A1	MAPK1	physical-association
AP2A1	NTRK1	physical-association
AP2A1	PRKCA	physical-association
AP2A1	RPS6KA5	physical-association
AP2A1	SRC	association
AP2A2	EGF	physical-association
AP2A2	EGFR	physical-association
AP2A2	EZR	association
AP2A2	GRB2	physical-association
AP2A2	GRIA3	physical-association
AP2A2	LCK	association
AP2A2	MAPK1	physical-association
AP2A2	NTRK1	physical-association
AP2A2	PRKCA	physical-association
AP2A2	RPS6KA5	physical-association
AP2A2	SRC	association
AP2B1	EGF	physical-association
AP2B1	EGFR	physical-association
AP2B1	EZR	association
AP2B1	GRB2	physical-association
AP2B1	GRIA3	physical-association
AP2B1	LCK	association
AP2B1	MAPK1	physical-association
AP2B1	NTRK1	physical-association
AP2B1	PRKCA	physical-association
AP2B1	RPS6KA5	physical-association
AP2B1	SRC	association
AP2M1	EGF	physical-association
AP2M1	EGFR	physical-association
AP2M1	EZR	association
AP2M1	GRB2	physical-association
AP2M1	GRIA3	physical-association
AP2M1	LCK	association
AP2M1	MAPK1	physical-association
AP2M1	NTRK1	physical-association
AP2M1	PRKCA	physical-association
AP2M1	RPS6KA5	physical-association
AP2M1	SRC	association
AP2S1	EGF	physical-association
AP2S1	EGFR	physical-association
AP2S1	EZR	association
AP2S1	GRB2	physical-association
AP2S1	GRIA3	physical-association
AP2S1	LCK	association
AP2S1	MAPK1	physical-association
AP2S1	NTRK1	physical-association
AP2S1	PRKCA	physical-association
AP2S1	RPS6KA5	physical-association
AP2S1	SRC	association
APAF1	APC	association
APAF1	BIRC2	association
APAF1	BMX	association
APAF1	CASP3	physical-association
APAF1	CASP7	physical-association
APAF1	CASP9	physical-association
APAF1	CDH1	association
APAF1	CLSPN	association
APAF1	CTNNB1	association
APAF1	CYCS	physical-association
APAF1	DBNL	association
APAF1	DSG1	association
APAF1	DSG2	association
APAF1	DSG3	association
APAF1	FNTA	association
APAF1	GAS2	association
APAF1	GSN	association
APAF1	MAPT	association
APAF1	MST4	association
APAF1	PAK2	association
APAF1	PTK2	association
APAF1	SPTAN1	association
APAF1	VIM	association
APBB1IP	CRK	physical-association
APBB1IP	GRB2	physical-association
APBB1IP	ITGB3	physical-association
APBB1IP	PDPK1	association
APBB1IP	PTK2	physical-association
APBB1IP	RAP1A	physical-association
APBB1IP	SHC1	physical-association
APBB1IP	SHC2	association
APBB1IP	SOS1	physical-association
APBB1IP	SRC	physical-association
APBB1IP	SYK	physical-association
APBB1IP	TLN1	physical-association
APC	AXIN1	physical-association
APC	CASP3	physical-association
APC	CASP9	association
APC	CTBP1	physical-association
APC	CTNNB1	physical-association
APC	CYCS	association
APC	GSK3B	physical-association
APC	LEF1	physical-association
APC	MEN1	association
APC	PSMC1	association
APC	RBX1	physical-association
APC	XIAP	association
APC2	DLG1	association
APC2	MIR135A2	association
APCS	GSN	physical-association
APEX1	PCNA	association
APEX1	POLB	physical-association
APEX1	POLD3	physical-association
APH1A	NCOR1	association
APH1A	NFKB1	association
APH1A	NGFR	physical-association
APH1A	NOTCH1	physical-association
APH1A	STAT5A	association
APH1B	NCOR1	association
APH1B	NFKB1	association
APH1B	NGFR	physical-association
APH1B	NOTCH1	physical-association
APH1B	STAT5A	association
APITD1	BIRC5	physical-association
APITD1	BUB1B	physical-association
APITD1	BUB3	physical-association
APITD1	CCNB2	physical-association
APITD1	CDC20	physical-association
APITD1	CDCA5	physical-association
APITD1	CDK1	physical-association
APITD1	MAD1L1	physical-association
APITD1	MAD2L1	physical-association
APITD1	XPO1	physical-association
APLN	C3	association
APLN	CCR3	physical-association
APLN	CCR4	physical-association
APLN	CCR5	physical-association
APLN	CCR7	physical-association
APLN	CCR8	physical-association
APLN	IL8	association
APLN	PIK3R5	association
APLNR	C3	physical-association
APLNR	CCR3	association
APLNR	CCR4	association
APLNR	CCR5	association
APLNR	CCR7	association
APLNR	CCR8	association
APLNR	IL8	physical-association
APLNR	PIK3R5	association
APOA1	CALR	association
APOA1	CREBBP	association
APOA1	NCOR1	association
APOA1	RXRA	association
APOA1	SIN3A	association
APOA2	CREBBP	association
APOA2	NCOR1	association
APOA2	RXRA	association
APOA2	SIN3A	association
APOA5	CREBBP	association
APOA5	NCOR1	association
APOA5	RXRA	association
APOA5	SIN3A	association
APOB	PTPN11	association
APOBEC3G	PSMC1	association
APOBEC3G	RBX1	physical-association
APOBEC3G	TCEB1	physical-association
APOBEC3G	TCEB2	physical-association
APP	C3	association
APP	CCR3	physical-association
APP	CCR4	physical-association
APP	CCR5	physical-association
APP	CCR7	physical-association
APP	CCR8	physical-association
APP	IL8	association
APP	MAPK1	physical-association
APP	NFKB1	association
APP	NFKB2	association
APP	PIK3CA	association
APP	PIK3R5	association
APPL1	CASP3	physical-association
APPL1	CASP9	physical-association
APPL1	DCC	physical-association
AQP2	PRKACA	physical-association
AR	MED1	physical-association
ARAF	HRAS	association
ARAF	KRAS	association
ARAF	MAP2K1	association
ARAF	NRAS	association
ARAF	PRKCA	association
ARAP1	ARHGEF6	association
ARAP1	CDC42	physical-association
ARAP1	RHOA	physical-association
ARAP1	SOS1	association
ARAP2	ARHGEF6	association
ARAP2	CDC42	physical-association
ARAP2	RHOA	physical-association
ARAP2	SOS1	association
ARAP3	ARHGEF6	association
ARAP3	CDC42	physical-association
ARAP3	RHOA	physical-association
ARAP3	SOS1	association
ARHGAP1	ARHGEF6	association
ARHGAP1	CDC42	physical-association
ARHGAP1	RHOA	physical-association
ARHGAP1	SOS1	association
ARHGAP10	ARHGEF6	association
ARHGAP10	CDC42	physical-association
ARHGAP10	RHOA	physical-association
ARHGAP10	SOS1	association
ARHGAP11A	ARHGEF6	association
ARHGAP11A	CDC42	physical-association
ARHGAP11A	RHOA	physical-association
ARHGAP11A	SOS1	association
ARHGAP11B	ARHGEF6	association
ARHGAP11B	CDC42	physical-association
ARHGAP11B	RHOA	physical-association
ARHGAP11B	SOS1	association
ARHGAP12	ARHGEF6	association
ARHGAP12	CDC42	physical-association
ARHGAP12	RHOA	physical-association
ARHGAP12	SOS1	association
ARHGAP15	ARHGEF6	association
ARHGAP15	CDC42	physical-association
ARHGAP15	RHOA	physical-association
ARHGAP15	SOS1	association
ARHGAP17	ARHGEF6	association
ARHGAP17	CDC42	physical-association
ARHGAP17	RHOA	physical-association
ARHGAP17	SOS1	association
ARHGAP18	ARHGEF6	association
ARHGAP18	CDC42	physical-association
ARHGAP18	RHOA	physical-association
ARHGAP18	SOS1	association
ARHGAP19	ARHGEF6	association
ARHGAP19	CDC42	physical-association
ARHGAP19	RHOA	physical-association
ARHGAP19	SOS1	association
ARHGAP20	ARHGEF6	association
ARHGAP20	CDC42	physical-association
ARHGAP20	RHOA	physical-association
ARHGAP20	SOS1	association
ARHGAP22	ARHGEF6	association
ARHGAP22	CDC42	physical-association
ARHGAP22	RHOA	physical-association
ARHGAP22	SOS1	association
ARHGAP23	ARHGEF6	association
ARHGAP23	CDC42	physical-association
ARHGAP23	RHOA	physical-association
ARHGAP23	SOS1	association
ARHGAP24	ARHGEF6	association
ARHGAP24	CDC42	physical-association
ARHGAP24	RHOA	physical-association
ARHGAP24	SOS1	association
ARHGAP25	ARHGEF6	association
ARHGAP25	CDC42	physical-association
ARHGAP25	RHOA	physical-association
ARHGAP25	SOS1	association
ARHGAP26	ARHGEF6	association
ARHGAP26	CDC42	physical-association
ARHGAP26	RHOA	physical-association
ARHGAP26	SOS1	association
ARHGAP28	ARHGEF6	association
ARHGAP28	CDC42	physical-association
ARHGAP28	RHOA	physical-association
ARHGAP28	SOS1	association
ARHGAP29	ARHGEF6	association
ARHGAP29	CDC42	physical-association
ARHGAP29	RHOA	physical-association
ARHGAP29	SOS1	association
ARHGAP30	ARHGEF6	association
ARHGAP30	CDC42	physical-association
ARHGAP30	RHOA	physical-association
ARHGAP30	SOS1	association
ARHGAP31	ARHGEF6	association
ARHGAP31	CDC42	physical-association
ARHGAP31	RHOA	physical-association
ARHGAP31	SOS1	association
ARHGAP32	ARHGEF6	association
ARHGAP32	CDC42	physical-association
ARHGAP32	RHOA	physical-association
ARHGAP32	SOS1	association
ARHGAP33	ARHGEF6	association
ARHGAP33	CDC42	physical-association
ARHGAP33	RHOA	physical-association
ARHGAP33	SOS1	association
ARHGAP35	ARHGEF6	association
ARHGAP35	CDC42	physical-association
ARHGAP35	MET	physical-association
ARHGAP35	RHOA	physical-association
ARHGAP35	SOS1	association
ARHGAP36	ARHGEF6	association
ARHGAP36	CDC42	physical-association
ARHGAP36	RHOA	physical-association
ARHGAP36	SOS1	association
ARHGAP39	ARHGEF6	association
ARHGAP39	CDC42	physical-association
ARHGAP39	RAC1	physical-association
ARHGAP39	RHOA	physical-association
ARHGAP39	SOS1	association
ARHGAP4	ARHGEF6	association
ARHGAP4	CDC42	physical-association
ARHGAP4	PIK3R2	association
ARHGAP4	RAC1	physical-association
ARHGAP4	RALBP1	association
ARHGAP4	RHOA	physical-association
ARHGAP4	ROCK1	association
ARHGAP4	SOS1	association
ARHGAP40	ARHGEF6	association
ARHGAP40	CDC42	physical-association
ARHGAP40	RHOA	physical-association
ARHGAP40	SOS1	association
ARHGAP44	ARHGEF6	association
ARHGAP44	CDC42	physical-association
ARHGAP44	RHOA	physical-association
ARHGAP44	SOS1	association
ARHGAP5	ARHGEF6	association
ARHGAP5	CDC42	physical-association
ARHGAP5	RHOA	physical-association
ARHGAP5	SOS1	association
ARHGAP6	ARHGEF6	association
ARHGAP6	CDC42	physical-association
ARHGAP6	RHOA	physical-association
ARHGAP6	SOS1	association
ARHGAP8	ARHGEF6	association
ARHGAP8	CDC42	physical-association
ARHGAP8	RHOA	physical-association
ARHGAP8	SOS1	association
ARHGAP9	ARHGEF6	association
ARHGAP9	CDC42	physical-association
ARHGAP9	RHOA	physical-association
ARHGAP9	SOS1	association
ARHGDIA	CDC42	physical-association
ARHGDIA	NGFR	physical-association
ARHGDIA	PIK3R2	association
ARHGDIA	RALBP1	association
ARHGDIA	RHOA	physical-association
ARHGDIB	CDC42	physical-association
ARHGDIB	PIK3R2	association
ARHGDIB	RALBP1	association
ARHGDIB	RHOA	physical-association
ARHGDIG	CDC42	physical-association
ARHGDIG	PIK3R2	association
ARHGDIG	RALBP1	association
ARHGDIG	RHOA	physical-association
ARHGEF1	ARHGEF6	association
ARHGEF1	C3	association
ARHGEF1	CCR3	association
ARHGEF1	CCR4	association
ARHGEF1	CCR5	association
ARHGEF1	CCR7	association
ARHGEF1	CCR8	association
ARHGEF1	IL8	association
ARHGEF1	NGFR	association
ARHGEF1	PIK3CA	association
ARHGEF1	RAC1	physical-association
ARHGEF1	RHOA	physical-association
ARHGEF1	SOS1	association
ARHGEF11	CDC42	physical-association
ARHGEF11	ERBB2	physical-association
ARHGEF11	PIK3R2	association
ARHGEF11	RAC1	physical-association
ARHGEF11	RALBP1	association
ARHGEF11	RHOA	physical-association
ARHGEF11	ROCK1	association
ARHGEF12	ARHGEF6	association
ARHGEF12	C3	association
ARHGEF12	CCR3	association
ARHGEF12	CCR4	association
ARHGEF12	CCR5	association
ARHGEF12	CCR7	association
ARHGEF12	CCR8	association
ARHGEF12	CDC42	physical-association
ARHGEF12	ERBB2	physical-association
ARHGEF12	IL8	association
ARHGEF12	PIK3R2	association
ARHGEF12	RAC1	physical-association
ARHGEF12	RALBP1	association
ARHGEF12	RHOA	physical-association
ARHGEF12	ROCK1	association
ARHGEF12	SOS1	association
ARHGEF16	CDC42	physical-association
ARHGEF16	PIK3R2	association
ARHGEF16	RAC1	physical-association
ARHGEF16	RALBP1	association
ARHGEF16	RHOA	physical-association
ARHGEF16	ROCK1	association
ARHGEF17	CDC42	physical-association
ARHGEF17	PIK3R2	association
ARHGEF17	RAC1	physical-association
ARHGEF17	RALBP1	association
ARHGEF17	RHOA	physical-association
ARHGEF17	ROCK1	association
ARHGEF18	CDC42	physical-association
ARHGEF18	PIK3R2	association
ARHGEF18	RAC1	physical-association
ARHGEF18	RALBP1	association
ARHGEF18	RHOA	physical-association
ARHGEF18	ROCK1	association
ARHGEF18	TGFB1	physical-association
ARHGEF18	TGFBR1	physical-association
ARHGEF18	TGFBR2	physical-association
ARHGEF2	CDC42	physical-association
ARHGEF2	PIK3R2	association
ARHGEF2	RAC1	physical-association
ARHGEF2	RALBP1	association
ARHGEF2	RHOA	physical-association
ARHGEF2	ROCK1	association
ARHGEF28	PTK2	physical-association
ARHGEF28	RHOA	physical-association
ARHGEF28	ROCK1	physical-association
ARHGEF3	CDC42	physical-association
ARHGEF3	PIK3R2	association
ARHGEF3	RAC1	physical-association
ARHGEF3	RALBP1	association
ARHGEF3	RHOA	physical-association
ARHGEF3	ROCK1	association
ARHGEF4	CDC42	physical-association
ARHGEF4	PIK3R2	association
ARHGEF4	RAC1	physical-association
ARHGEF4	RALBP1	association
ARHGEF4	RHOA	physical-association
ARHGEF4	ROCK1	association
ARHGEF6	BCR	association
ARHGEF6	BPGAP1	association
ARHGEF6	CDC42	physical-association
ARHGEF6	CHN1	association
ARHGEF6	CHN2	association
ARHGEF6	DEPDC1B	association
ARHGEF6	DEPDC7	association
ARHGEF6	DLC1	association
ARHGEF6	FAM13A	association
ARHGEF6	FAM13B	association
ARHGEF6	GMIP	association
ARHGEF6	GNA12	association
ARHGEF6	GNA13	association
ARHGEF6	HMHA1	association
ARHGEF6	INPP5B	association
ARHGEF6	KALRN	association
ARHGEF6	MYO9A	association
ARHGEF6	MYO9B	association
ARHGEF6	OCRL	association
ARHGEF6	OPHN1	association
ARHGEF6	PARVB	physical-association
ARHGEF6	PIK3R2	association
ARHGEF6	RAC1	physical-association
ARHGEF6	RAC2	physical-association
ARHGEF6	RAC3	physical-association
ARHGEF6	RACGAP1	association
ARHGEF6	RALBP1	association
ARHGEF6	RHOA	physical-association
ARHGEF6	RHOB	physical-association
ARHGEF6	RHOBTB1	physical-association
ARHGEF6	RHOBTB2	physical-association
ARHGEF6	RHOC	physical-association
ARHGEF6	RHOD	physical-association
ARHGEF6	RHOF	physical-association
ARHGEF6	RHOG	physical-association
ARHGEF6	RHOH	physical-association
ARHGEF6	RHOJ	physical-association
ARHGEF6	RHOQ	physical-association
ARHGEF6	RHOT1	physical-association
ARHGEF6	RHOT2	physical-association
ARHGEF6	RHOU	physical-association
ARHGEF6	RHOV	physical-association
ARHGEF6	ROCK1	association
ARHGEF6	ROCK2	association
ARHGEF6	SRGAP1	association
ARHGEF6	SRGAP2	association
ARHGEF6	SRGAP3	association
ARHGEF6	STARD13	association
ARHGEF6	STARD8	association
ARHGEF6	SYDE1	association
ARHGEF6	SYDE2	association
ARHGEF6	TAGAP	association
ARHGEF6	TRIP10	association
ARHGEF7	CDC42	physical-association
ARHGEF7	EGF	physical-association
ARHGEF7	EGFR	physical-association
ARHGEF7	PIK3R2	association
ARHGEF7	RAC1	physical-association
ARHGEF7	RALBP1	association
ARHGEF7	RHOA	physical-association
ARHGEF7	ROCK1	association
ARHGEF7	SRC	physical-association
ARHGEF9	CDC42	physical-association
ARHGEF9	PIK3R2	association
ARHGEF9	RAC1	physical-association
ARHGEF9	RALBP1	association
ARHGEF9	RHOA	physical-association
ARHGEF9	ROCK1	association
ARID4A	HDAC1	physical-association
ARID4B	DNMT1	physical-association
ARID4B	HDAC1	physical-association
ARID4B	SIN3A	physical-association
ARIH1	IRF3	physical-association
ARIH1	JAK1	physical-association
ARIH1	PLCG1	physical-association
ARIH1	STAT1	physical-association
ARNT	CA9	association
ARNT	CREBBP	physical-association
ARNT	EP300	physical-association
ARNT	EPAS1	physical-association
ARNT	EPO	association
ARNT	HIF1A	physical-association
ARNT	HIF3A	physical-association
ARNT	VEGFA	association
ARNTL	NCOR1	association
ARNTL	PER2	physical-association
